symbol,strategy,date,entry_time,exit_time,entry,exit,shares,stop,target,pnl,r_multiple,exit_reason,signal_reason
AAPL,momentum,2025-05-23,10:50:00,10:50:00,196.46,196.13,101,196.14,197.1,-33.33,-1.031,stop,momo_vwap_pullback
AAPL,momentum,2025-06-04,10:40:00,10:40:00,204.77,204.635,97,204.645,205.02,-13.09,-1.08,stop,momo_vwap_pullback
AAPL,momentum,2025-06-09,13:05:00,13:10:00,205.085,204.01,97,204.02,207.215,-104.27,-1.009,stop,momo_vwap_pullback
AAPL,momentum,2025-06-10,11:45:00,12:40:00,202.93,202.2901,98,202.3001,204.1898,-62.71,-1.016,stop,momo_vwap_pullback
AAPL,momentum,2025-06-16,11:10:00,11:10:00,197.795,197.63,101,197.64,198.105,-16.66,-1.065,stop,momo_vwap_pullback
AAPL,momentum,2025-06-18,11:35:00,11:40:00,196.68,196.505,101,196.515,197.01,-17.67,-1.061,stop,momo_vwap_pullback
AAPL,momentum,2025-06-25,10:40:00,13:25:00,202.39,201.23,98,201.24,204.69,-113.68,-1.009,stop,momo_vwap_pullback
AAPL,momentum,2025-07-01,10:45:00,10:45:00,208.4977,207.91,95,207.92,209.6531,-55.83,-1.017,stop,momo_vwap_pullback
AAPL,momentum,2025-07-02,11:00:00,11:25:00,211.93,211.45,94,211.46,212.87,-45.12,-1.021,stop,momo_vwap_pullback
AAPL,momentum,2025-07-03,10:55:00,11:00:00,213.37,214.02,93,213.04,214.03,60.45,1.97,target,momo_vwap_pullback
AAPL,momentum,2025-07-08,14:05:00,15:40:00,210.03,209.31,95,209.32,211.45,-68.4,-1.014,stop,momo_vwap_pullback
AAPL,momentum,2025-07-10,12:10:00,12:10:00,212.19,211.97,94,211.98,212.61,-20.68,-1.048,stop,momo_vwap_pullback
AAPL,momentum,2025-07-11,11:00:00,11:05:00,210.96,210.79,94,210.8,211.28,-15.98,-1.062,stop,momo_vwap_pullback
AAPL,momentum,2025-07-16,13:05:00,15:50:00,210.63,210.42,94,209.37,213.15,-19.74,-0.167,eod_flat,momo_vwap_pullback
AAPL,momentum,2025-07-22,11:00:00,13:25:00,213.22,214.21,93,212.72,214.22,92.07,1.98,target,momo_vwap_pullback
AAPL,momentum,2025-07-24,10:40:00,15:50:00,214.65,214.69,93,214.04,215.87,3.72,0.066,eod_flat,momo_vwap_pullback
AAPL,momentum,2025-07-25,10:55:00,11:10:00,214.62,214.35,93,214.36,215.14,-25.11,-1.038,stop,momo_vwap_pullback
AAPL,momentum,2025-07-28,11:05:00,11:15:00,214.445,214.21,93,214.22,214.895,-21.85,-1.044,stop,momo_vwap_pullback
AAPL,momentum,2025-07-31,10:55:00,10:55:00,208.89,208.75,95,208.76,209.15,-13.3,-1.077,stop,momo_vwap_pullback
AAPL,momentum,2025-08-04,10:55:00,11:15:00,206.795,206.05,96,206.06,208.265,-71.52,-1.014,stop,momo_vwap_pullback
AAPL,momentum,2025-08-05,12:00:00,12:00:00,203.92,203.6679,98,203.6779,204.4042,-24.71,-1.041,stop,momo_vwap_pullback
AAPL,momentum,2025-08-12,10:40:00,11:05:00,228.73,230.14,87,228.02,230.15,122.67,1.986,target,momo_vwap_pullback
AAPL,momentum,2025-08-13,11:20:00,13:10:00,232.42,231.67,86,231.68,233.9,-64.5,-1.014,stop,momo_vwap_pullback
AAPL,momentum,2025-08-19,11:40:00,13:05:00,231.5384,230.46,86,230.47,233.6752,-92.74,-1.009,stop,momo_vwap_pullback
AAPL,momentum,2025-08-22,11:55:00,11:55:00,227.5524,227.42,87,227.43,227.7972,-11.52,-1.082,stop,momo_vwap_pullback
AAPL,momentum,2025-08-25,12:40:00,13:15:00,228.475,228.7196,87,228.3477,228.7296,21.28,1.921,target,momo_vwap_pullback
AAPL,momentum,2025-08-27,11:40:00,11:40:00,229.83,229.44,87,229.45,230.59,-33.93,-1.026,stop,momo_vwap_pullback
AAPL,momentum,2025-08-29,12:20:00,15:50:00,232.54,232.32,86,231.4,234.82,-18.92,-0.193,eod_flat,momo_vwap_pullback
AAPL,momentum,2025-09-02,13:35:00,15:00:00,228.82,227.84,87,227.85,230.76,-85.26,-1.01,stop,momo_vwap_pullback
AAPL,momentum,2025-09-11,10:50:00,10:50:00,228.47,228.7596,87,228.3202,228.7696,25.2,1.933,target,momo_vwap_pullback
AAPL,momentum,2025-09-16,10:40:00,10:45:00,239.47,239.16,83,239.17,240.07,-25.73,-1.033,stop,momo_vwap_pullback
AAPL,momentum,2025-09-19,10:40:00,12:35:00,241.72,244.7288,82,240.2106,244.7388,246.72,1.993,target,momo_vwap_pullback
AAPL,momentum,2025-09-25,10:50:00,10:50:00,253.4799,253.04,78,253.05,254.3397,-34.31,-1.023,stop,momo_vwap_pullback
AAPL,momentum,2025-09-30,10:45:00,11:10:00,255.355,254.57,78,254.58,256.905,-61.23,-1.013,stop,momo_vwap_pullback
AAPL,momentum,2025-10-03,13:40:00,13:40:00,258.1201,257.9001,77,257.9101,258.5401,-16.94,-1.048,stop,momo_vwap_pullback
AAPL,momentum,2025-10-08,10:40:00,11:00:00,257.43,257.88,77,257.2,257.89,34.65,1.957,target,momo_vwap_pullback
AAPL,momentum,2025-10-14,11:25:00,11:25:00,246.57,246.25,81,246.26,247.19,-25.92,-1.032,stop,momo_vwap_pullback
AAPL,momentum,2025-10-15,11:00:00,11:20:00,250.56,250.27,79,250.28,251.12,-22.91,-1.036,stop,momo_vwap_pullback
AAPL,momentum,2025-10-17,11:00:00,11:00:00,248.92,249.4196,80,248.6652,249.4296,39.97,1.961,target,momo_vwap_pullback
AAPL,momentum,2025-11-05,15:20:00,15:30:00,269.825,269.515,74,269.525,270.425,-22.94,-1.033,stop,momo_vwap_pullback
AAPL,momentum,2025-11-06,11:45:00,11:45:00,271.24,270.91,73,270.92,271.88,-24.09,-1.031,stop,momo_vwap_pullback
AAPL,momentum,2025-11-07,11:15:00,11:15:00,270.355,270.2,73,270.21,270.645,-11.32,-1.069,stop,momo_vwap_pullback
AAPL,momentum,2025-11-11,10:45:00,10:55:00,273.2001,272.7601,73,272.7701,274.0601,-32.12,-1.023,stop,momo_vwap_pullback
AAPL,momentum,2025-11-19,11:20:00,11:50:00,269.7,270.4498,74,269.3201,270.4598,55.49,1.974,target,momo_vwap_pullback
AAPL,momentum,2025-11-25,10:40:00,11:20:00,278.89,278.18,71,278.19,280.29,-50.41,-1.014,stop,momo_vwap_pullback
AAPL,momentum,2025-12-02,11:35:00,11:35:00,285.42,284.88,70,284.89,286.48,-37.8,-1.019,stop,momo_vwap_pullback
AAPL,momentum,2025-12-05,10:50:00,10:50:00,280.42,280.15,71,280.16,280.94,-19.17,-1.038,stop,momo_vwap_pullback
AAPL,momentum,2025-12-16,10:45:00,12:50:00,273.34,272.49,73,272.5,275.02,-62.05,-1.012,stop,momo_vwap_pullback
AAPL,momentum,2025-12-26,10:40:00,15:05:00,274.77,274.21,72,274.22,275.87,-40.32,-1.018,stop,momo_vwap_pullback
AAPL,momentum,2025-12-29,13:15:00,15:50:00,273.48,273.5,73,273.0201,274.3998,1.46,0.043,eod_flat,momo_vwap_pullback
AAPL,momentum,2026-01-22,10:45:00,10:50:00,249.749,249.28,80,249.29,250.667,-37.52,-1.022,stop,momo_vwap_pullback
AAPL,momentum,2026-02-02,11:10:00,13:05:00,263.3,265.28,75,262.305,265.29,148.5,1.99,target,momo_vwap_pullback
AAPL,momentum,2026-02-04,10:50:00,11:40:00,276.41,275.28,72,275.29,278.65,-81.36,-1.009,stop,momo_vwap_pullback
AAPL,momentum,2026-02-06,11:25:00,12:25:00,279.62,278.34,71,278.35,282.16,-90.88,-1.008,stop,momo_vwap_pullback
AAPL,momentum,2026-02-17,10:55:00,10:55:00,259.14,258.96,77,258.97,259.48,-13.86,-1.059,stop,momo_vwap_pullback
AAPL,momentum,2026-02-18,13:45:00,13:50:00,265.14,264.82,75,264.83,265.76,-24.0,-1.032,stop,momo_vwap_pullback
AAPL,momentum,2026-02-19,11:00:00,12:05:00,263.84,262.7501,75,262.7601,265.9998,-81.74,-1.009,stop,momo_vwap_pullback
AAPL,momentum,2026-02-23,11:25:00,13:05:00,266.12,268.85,75,264.75,268.86,204.75,1.993,target,momo_vwap_pullback
AAPL,momentum,2026-02-25,11:40:00,12:35:00,273.315,274.015,73,272.96,274.025,51.1,1.972,target,momo_vwap_pullback
AAPL,momentum,2026-03-02,11:05:00,15:50:00,263.7932,263.69,75,262.0,267.3796,-7.74,-0.058,eod_flat,momo_vwap_pullback
AAPL,momentum,2026-03-09,13:30:00,13:30:00,256.65,256.53,77,256.54,256.87,-9.24,-1.091,stop,momo_vwap_pullback
AAPL,momentum,2026-03-10,14:20:00,14:20:00,260.7,261.15,76,260.47,261.16,34.2,1.957,target,momo_vwap_pullback
AAPL,momentum,2026-03-16,13:15:00,13:40:00,253.185,252.47,78,252.48,254.595,-55.77,-1.014,stop,momo_vwap_pullback
AAPL,momentum,2026-03-17,11:15:00,11:35:00,254.2,253.7908,78,253.8008,254.9984,-31.92,-1.025,stop,momo_vwap_pullback
AAPL,momentum,2026-03-19,11:15:00,11:20:00,250.11,249.3358,79,249.3458,251.6384,-61.16,-1.013,stop,momo_vwap_pullback
AAPL,momentum,2026-03-20,10:45:00,15:35:00,248.01,247.15,80,247.16,249.71,-68.8,-1.012,stop,momo_vwap_pullback
AAPL,momentum,2026-03-24,11:00:00,11:00:00,252.11,252.84,79,251.74,252.85,57.67,1.973,target,momo_vwap_pullback
AAPL,momentum,2026-03-26,13:15:00,13:15:00,255.27,255.14,78,255.15,255.51,-10.14,-1.083,stop,momo_vwap_pullback
AAPL,momentum,2026-04-06,11:10:00,11:10:00,259.78,259.55,76,259.56,260.22,-17.48,-1.045,stop,momo_vwap_pullback
AAPL,momentum,2026-04-17,14:55:00,14:55:00,269.93,270.18,74,269.8,270.19,18.5,1.923,target,momo_vwap_pullback
AAPL,momentum,2026-04-20,10:50:00,10:50:00,273.1507,272.57,73,272.58,274.2921,-42.39,-1.018,stop,momo_vwap_pullback
AAPL,momentum,2026-04-27,10:40:00,10:40:00,267.39,267.12,74,267.13,267.91,-19.98,-1.038,stop,momo_vwap_pullback
AAPL,momentum,2026-04-29,11:05:00,11:20:00,269.035,268.83,74,268.84,269.425,-15.17,-1.051,stop,momo_vwap_pullback
AAPL,momentum,2026-05-01,10:55:00,11:00:00,283.49,282.0,70,282.01,286.45,-104.3,-1.007,stop,momo_vwap_pullback
AAPL,momentum,2026-05-05,10:55:00,11:20:00,280.57,279.89,71,279.9,281.91,-48.28,-1.015,stop,momo_vwap_pullback
AAPL,momentum,2026-05-06,11:00:00,11:05:00,284.87,284.58,70,284.59,285.43,-20.3,-1.036,stop,momo_vwap_pullback
AAPL,momentum,2026-05-07,10:40:00,10:55:00,290.17,291.02,68,289.74,291.03,57.8,1.977,target,momo_vwap_pullback
AAPL,momentum,2026-05-08,11:05:00,11:10:00,293.98,293.35,68,293.36,295.22,-42.84,-1.016,stop,momo_vwap_pullback
AAPL,momentum,2026-05-11,12:10:00,12:40:00,292.195,291.8114,68,291.8214,292.9422,-26.08,-1.027,stop,momo_vwap_pullback
AAPL,momentum,2026-05-12,11:15:00,11:15:00,293.88,293.81,68,293.82,294.0,-4.76,-1.167,stop,momo_vwap_pullback
AAPL,momentum,2026-05-15,14:35:00,14:40:00,300.74,301.19,66,300.51,301.2,29.7,1.957,target,momo_vwap_pullback
AAPL,momentum,2026-05-21,10:45:00,11:15:00,301.98,303.33,66,301.3,303.34,89.1,1.985,target,momo_vwap_pullback
AAPL,momentum,2026-05-22,13:15:00,15:25:00,309.57,308.81,64,308.82,311.07,-48.64,-1.013,stop,momo_vwap_pullback
AAPL,momentum,2026-05-26,11:40:00,11:40:00,311.085,310.87,64,310.88,311.495,-13.76,-1.049,stop,momo_vwap_pullback
AAPL,momentum,2026-05-27,11:35:00,11:35:00,311.935,311.46,64,311.47,312.865,-30.4,-1.022,stop,momo_vwap_pullback
AAPL,momentum,2026-05-28,13:05:00,15:50:00,311.29,311.44,64,309.57,314.73,9.6,0.087,eod_flat,momo_vwap_pullback
AAPL,momentum,2026-05-29,15:40:00,15:50:00,311.9,311.715,64,310.895,313.91,-11.84,-0.184,eod_flat,momo_vwap_pullback
AAPL,momentum,2026-06-05,10:45:00,10:50:00,314.16,313.09,63,313.1,316.28,-67.41,-1.009,stop,momo_vwap_pullback
AAPL,momentum,2026-06-08,12:40:00,12:45:00,313.155,313.735,63,312.86,313.745,36.54,1.966,target,momo_vwap_pullback
AAPL,momentum,2026-06-15,14:40:00,15:50:00,295.865,296.34,67,294.96,297.675,31.83,0.525,eod_flat,momo_vwap_pullback
AAPL,momentum,2026-06-23,12:55:00,13:00:00,298.91,298.185,66,298.195,300.34,-47.85,-1.014,stop,momo_vwap_pullback
AAPL,momentum,2026-06-24,10:40:00,11:10:00,295.56,297.56,67,294.555,297.57,134.0,1.99,target,momo_vwap_pullback
AAPL,momentum,2026-06-26,11:35:00,11:40:00,278.115,277.74,71,277.75,278.845,-26.62,-1.027,stop,momo_vwap_pullback
AAPL,momentum,2026-06-30,15:00:00,15:10:00,286.98,287.57,69,286.68,287.58,40.71,1.967,target,momo_vwap_pullback
AAPL,momentum,2026-07-09,10:55:00,11:15:00,311.39,312.7576,64,310.7012,312.7676,87.53,1.985,target,momo_vwap_pullback
AMD,momentum,2024-07-10,10:50:00,10:50:00,183.88,183.6,108,183.61,184.42,-30.24,-1.037,stop,momo_vwap_pullback
AMD,momentum,2024-07-12,12:15:00,12:15:00,184.0173,184.3819,108,183.83,184.3919,39.38,1.947,target,momo_vwap_pullback
AMD,momentum,2024-08-12,11:40:00,15:50:00,136.49,136.32,146,135.2157,139.0386,-24.82,-0.133,eod_flat,momo_vwap_pullback
AMD,momentum,2024-08-13,10:55:00,11:00:00,139.765,139.28,143,139.29,140.715,-69.35,-1.021,stop,momo_vwap_pullback
AMD,momentum,2024-08-16,10:40:00,10:40:00,148.285,147.7699,134,147.7799,149.2952,-69.02,-1.02,stop,momo_vwap_pullback
AMD,momentum,2024-08-21,10:40:00,10:50:00,157.3892,155.7,127,155.71,160.7476,-214.53,-1.006,stop,momo_vwap_pullback
AMD,momentum,2024-08-23,11:20:00,12:40:00,154.87,152.77,129,152.78,159.05,-270.9,-1.005,stop,momo_vwap_pullback
AMD,momentum,2024-08-27,10:45:00,11:25:00,150.91,149.89,132,149.9,152.93,-134.64,-1.01,stop,momo_vwap_pullback
AMD,momentum,2024-09-04,11:50:00,11:55:00,141.22,140.9301,141,140.9401,141.7798,-40.88,-1.036,stop,momo_vwap_pullback
AMD,momentum,2024-09-05,10:45:00,10:45:00,140.32,140.2001,142,140.2101,140.5398,-17.03,-1.091,stop,momo_vwap_pullback
AMD,momentum,2024-09-12,11:05:00,11:25:00,149.89,149.11,133,149.12,151.43,-103.74,-1.013,stop,momo_vwap_pullback
AMD,momentum,2024-09-19,15:25:00,15:25:00,157.04,156.64,127,156.65,157.82,-50.8,-1.026,stop,momo_vwap_pullback
AMD,momentum,2024-09-23,10:45:00,11:00:00,156.2,155.74,128,155.75,157.1,-58.88,-1.022,stop,momo_vwap_pullback
AMD,momentum,2024-09-25,10:40:00,11:05:00,160.065,160.825,124,159.68,160.835,94.24,1.974,target,momo_vwap_pullback
AMD,momentum,2024-10-03,10:55:00,10:55:00,164.83,163.5,121,163.51,167.47,-160.93,-1.008,stop,momo_vwap_pullback
AMD,momentum,2024-10-25,11:00:00,13:20:00,157.5216,157.04,126,157.05,158.4648,-60.68,-1.021,stop,momo_vwap_pullback
AMD,momentum,2024-10-28,11:05:00,11:15:00,159.08,158.64,125,158.65,159.94,-55.0,-1.023,stop,momo_vwap_pullback
AMD,momentum,2024-11-04,12:00:00,12:05:00,142.1491,141.8,140,141.81,142.8273,-48.87,-1.029,stop,momo_vwap_pullback
AMD,momentum,2024-11-07,11:40:00,11:40:00,148.3,148.57,134,148.16,148.58,36.18,1.929,target,momo_vwap_pullback
AMD,momentum,2024-11-08,11:20:00,11:20:00,149.595,149.08,133,149.09,150.605,-68.49,-1.02,stop,momo_vwap_pullback
AMD,momentum,2024-11-11,11:30:00,11:30:00,146.71,146.66,136,146.67,146.79,-6.8,-1.25,stop,momo_vwap_pullback
AMD,momentum,2024-11-18,12:05:00,13:00:00,139.4164,140.2592,143,138.99,140.2692,120.52,1.977,target,momo_vwap_pullback
AMD,momentum,2024-11-19,10:40:00,10:40:00,138.62,138.02,144,138.03,139.8,-86.4,-1.017,stop,momo_vwap_pullback
AMD,momentum,2024-11-29,10:55:00,11:30:00,137.94,137.59,144,137.6,138.62,-50.4,-1.029,stop,momo_vwap_pullback
AMD,momentum,2024-12-02,11:00:00,11:30:00,140.465,141.605,142,139.89,141.615,161.88,1.983,target,momo_vwap_pullback
